Year,State,Less than a high school diploma,High school diploma only,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only
1990,NY,40353,52245,24.9,32.3
1990,NY,57371,90367,19.3,30.4
1990,NY,18202,29520,25.3,41.1
1990,NY,21756,32103,22.3,32.9
1990,NY,19694,36908,17,31.8
1990,NY,19360,33425,19.3,33.3
1990,NY,5185,7391,26.3,37.5
1990,NY,6429,13080,19.4,39.4
1990,NY,6477,11861,12.8,23.4
1990,NY,25699,32050,23.4,29.1
1990,NY,8376,12716,21.7,33
1990,NY,9870,15153,26,39.9
1990,NC,23264,21763,32.1,30.1
1990,NC,7328,6313,41,35.3
1990,NC,10714,11581,30.8,33.3
1990,NC,30551,35723,25.5,29.8
1990,NC,20016,14232,39.9,28.3
1990,NC,20136,13522,43.2,29
1990,NC,25880,23284,33.3,30
1990,NC,8046,8113,30,30.2
1990,NC,11807,15414,24.1,31.5
1990,NC,29844,47277,19.7,31.2
1990,NC,29994,27606,35.8,33
1990,NC,5777,6434,30.4,33.9
1990,NC,24527,25722,21.1,22.1
1990,NC,14645,11703,41.5,33.2
1990,NC,39551,51206,22.4,29
1990,NC,53981,59502,23.9,26.4
1990,NC,10597,10730,32,32.4
1990,NC,11813,15467,23.8,31.2
1990,NC,5877,3726,44.3,28.1
1990,NC,2299,1971,37.6,32.2
1990,NC,4870,3318,43.6,29.7
1990,NC,17404,15735,34.9,31.6
1990,NC,17046,22578,21.9,29
1990,NC,12350,26830,17,36.8
1990,NC,8998,10129,16.4,18.5
1990,NC,2673,2419,34.1,30.9
1990,NC,6834,6254,35.4,32.4
1990,NC,7376,6964,36.8,34.7
1990,NC,18057,15358,29,24.6
1990,NC,26653,24660,38,35.1
1990,NC,23467,17482,40.8,30.4
1990,NC,9099,9670,37.2,39.6
1990,NC,19077,20849,28.8,31.5
1990,NC,8587,6686,41.1,32
1990,ND,6378,9521,17,25.4
1990,ND,7909,15513,12.9,25.2
1990,ND,5637,9640,14.4,24.7
1990,ND,4363,4395,29.6,29.8
1990,ND,465,481,31.8,32.9
1990,ND,568,578,31.7,32.2
1990,OH,16431,29347,23.9,42.6
1990,OH,13454,22153,27.7,45.5
1990,OH,4876,8407,28.5,49.1
1990,OH,25028,36131,26.6,38.5
1990,OH,5185,11187,21.7,46.9
1990,OH,14763,26406,17.6,31.5
1990,OH,15268,24652,28.1,45.4
1990,OH,13382,16074,34.1,41
1990,OH,68913,96747,23.8,33.4
1990,OH,44870,70170,25.4,39.7
1990,OH,14035,23837,23.4,39.8
1990,OH,82639,114489,22.2,30.8
1990,OH,17116,33074,20.7,40
1990,OH,21535,34073,26.5,41.9
1990,OH,57855,99041,24,41.1
1990,OH,73092,114973,21.7,34.1
1990,OH,37082,65482,24.8,43.7
1990,OH,10401,23920,16.2,37.3
1990,OK,11898,20567,18.9,32.7
1990,OK,1652,1575,37.2,35.4
1990,OK,12048,14536,31.1,37.6
1990,OK,10676,7995,38.8,29
1990,OK,7902,7639,33.7,32.6
1990,OK,7326,9723,27,35.8
1990,OK,2758,4200,27,41.2
1990,OK,7650,12178,21.9,34.9
1990,OK,8501,6418,40.4,30.5
1990,OK,58941,89073,18.3,27.6
1990,OK,7499,10465,25.3,35.3
1990,OR,4283,7246,10.7,18
1990,OR,8398,15357,16.8,30.6
1990,OR,19448,31547,19.9,32.3
1990,OR,10768,14690,24.8,33.8
1990,OR,30731,50281,17,27.8
1990,OR,14006,20083,23.8,34.1
1990,OR,31271,42762,21.3,29.2
1990,OR,6172,8799,20,28.5
1990,PA,14949,21038,30,42.2
1990,PA,67538,87549,30,39
1990,PA,21738,42396,25,48.8
1990,PA,31711,51021,28.8,46.3
1990,PA,11943,18535,30.6,47.5
1990,PA,10871,22957,16.4,34.6
1990,PA,10642,17843,26.9,45.1
1990,PA,24228,48490,19,38
1990,PA,35952,63346,22.4,39.5
1990,PA,38567,72006,22.5,42
1990,PA,24427,34056,30.6,42.7
1990,PA,39705,59430,26.7,39.9
1990,PA,78592,103400,29.5,38.9
1990,PA,22568,33962,30,45.2
1990,PA,50244,70671,25.4,35.7
1990,PA,63451,92893,28,41
1990,PA,19790,31880,25.5,41.1
1990,PA,19926,36163,24.9,45.1
1990,PA,13686,25328,22,40.7
1990,PA,2971,4920,24.8,41.1
1990,PA,43618,61068,26.9,37.6
1990,PA,7303,13023,27.7,49.4
1990,PA,3884,8026,22.4,46.2
1990,PA,61266,93793,27.2,41.7
1990,SC,22366,24305,29.3,31.9
1990,SC,34343,29312,36,30.7
1990,SC,8673,14291,16.6,27.4
1990,SC,17977,25822,24.6,35.3
1990,SC,3106,2660,38.1,32.6
1990,SC,44003,47005,24.5,26.2
1990,SC,14524,12613,37.7,32.8
1990,SC,11558,16049,23.3,32.4
1990,SC,4285,3578,37.4,31.2
1990,SC,5718,4555,41.9,33.4
1990,SC,24981,21073,35.7,30.1
1990,SC,58804,56698,28.4,27.4
1990,SC,24408,30078,25.7,31.7
1990,SC,4162,3210,45.5,35.1
1990,SC,9060,10142,32.2,36.1
1990,SC,15693,11143,42.6,30.3
1990,SC,24227,32295,22.7,30.3
1990,SC,18928,15875,34.6,29
1990,SC,35915,41454,20.6,23.8
1990,SC,4214,3806,40.2,36.3
1990,SC,54213,41144,37,28.1
1990,SC,18449,17246,30.2,28.2
1990,SC,8952,6340,45,31.9
1990,SD,809,1515,19.6,36.6
1990,SD,1997,3595,20.5,37
1990,SD,1074,1352,28.4,35.7
1990,SD,2310,4229,18.2,33.2
1990,SD,13050,25978,16.9,33.6
1990,SD,7422,15419,15.2,31.6
1990,SD,1596,2156,27.2,36.8
1990,SD,1679,2545,25.8,39.1
1990,TN,12737,14701,27.6,31.8
1990,TN,18288,19193,31.5,33.1
1990,TN,16673,13433,35.6,28.7
1990,TN,11850,6431,52.5,28.5
1990,TN,14654,10345,42.5,30
1990,TN,3522,2304,45.4,29.7
1990,TN,3851,3332,42.8,37
1990,TN,5975,3433,53.7,30.9
1990,TN,12740,10329,38.4,31.1
1990,TN,51497,51682,27.5,27.6
1990,TN,12413,10508,42,35.6
1990,TN,8502,6655,39.5,30.9
1990,TN,55502,59953,25.4,27.5
1990,TN,7629,6971,36.2,33.1
1990,TN,15523,13891,31.7,28.4
1990,TN,7694,4906,48.1,30.7
1990,TN,12835,19149,22.1,33
1990,TN,4805,4236,43.3,38.2
1990,TN,4376,2601,48.7,29
1990,TN,10652,10610,33.3,33.2
1990,TN,2750,1761,48.6,31.1
1990,TN,32361,30267,33.2,31
1990,TN,4632,3792,40.4,33
1990,TN,4672,2550,54.4,29.7
1990,TN,19134,17250,31.6,28.5
1990,TX,3973,3466,32.8,28.6
1990,TX,1419,1896,27.5,36.8
1990,TX,305,438,22.6,32.4
1990,TX,22649,32798,20.9,30.3
1990,TX,14608,16285,27.9,31.1
1990,TX,11462,11891,20.2,20.9
1990,TX,3683,2980,41.8,33.8
1990,TX,2464,2906,31.3,36.9
1990,TX,69840,27591,50,19.7
1990,TX,993,1498,23.8,35.9
1990,TX,2115,2488,31.1,36.6
1990,TX,6508,11330,19.7,34.2
1990,TX,2077,1285,46.9,29
1990,TX,23198,19771,33.1,28.2
1990,TX,119149,75284,36.3,23
1990,TX,4771,3805,41.1,32.8
1990,TX,1495,1124,37.4,28.1
1990,TX,17345,18589,27.9,29.9
1990,TX,15985,17869,24.2,27.1
1990,TX,7537,9493,29.4,37
1990,TX,106377,39072,53.4,19.6
1990,TX,886,402,51.9,23.6
1990,TX,304,371,29.5,36
1990,TX,39009,49935,25.6,32.7
1990,TX,4223,3285,39.2,30.5
1990,TX,2542,2605,29.3,30
1990,TX,32980,30788,25.8,24.1
1990,TX,1900,1365,45.8,32.9
1990,TX,32086,31394,28.4,27.8
1990,TX,1295,780,45.7,27.5
1990,TX,14917,14428,23.2,22.5
1990,TX,3432,3387,40.9,40.3
1990,TX,54216,42550,31.1,24.4
1990,TX,323,362,26.3,29.5
1990,TX,13702,18755,27.4,37.5
1990,TX,19290,17524,32.2,29.3
1990,TX,7982,13768,14.3,24.6
1990,TX,4221,3162,42.8,32.1
1990,TX,9437,8432,33.4,29.9
1990,TX,13502,9073,39.4,26.5
1990,TX,23198,22393,24.3,23.4
1990,TX,17549,20383,24.6,28.5
1990,TX,17304,16080,29,27
1990,TX,6529,6418,32.9,32.4
1990,TX,13492,12712,29.8,28.1
1990,TX,35573,11221,52.2,16.5
1990,TX,18736,23690,24.9,31.4
1990,UT,3155,6437,16.4,33.5
1990,UT,3540,8285,10.7,25.1
1990,UT,9487,24646,10.1,26.4
1990,UT,733,1220,22.7,37.7
1990,UT,283,1077,9.9,37.7
1990,UT,13839,25013,12.1,21.9
1990,UT,4043,7698,15.5,29.5
1990,UT,15564,25436,17.5,28.6
1990,VT,10528,22228,13.3,28
1990,VT,6235,10200,25.2,41.2
1990,VT,737,1221,21,34.8
1990,VA,7773,8418,18.5,20
1990,VA,7702,5724,41.1,30.5
1990,VA,3181,3003,38.9,36.7
1990,VA,11298,13986,31,38.4
1990,VA,9721,9670,31.2,31.1
1990,VA,4639,5879,27.1,34.4
1990,VA,4062,2843,46.4,32.5
1990,VA,10489,9458,33.9,30.5
1990,VA,943,1311,31.6,43.9
1990,VA,3277,2853,39.8,34.6
1990,VA,2594,2553,31.5,31
1990,VA,10431,8225,40.1,31.6
1990,VA,8803,10010,29.9,34
1990,VA,3977,4328,35.5,38.6
1990,VA,2426,2197,36.5,33
1990,VA,10005,8007,26.4,21.1
1990,VA,3757,2598,43,29.7
1990,VA,9407,6377,40.4,27.4
1990,VA,11206,14764,20.6,27.1
1990,VA,13249,12604,35.3,33.5
1990,VA,7767,5214,48.8,32.8
1990,VA,12322,8403,39.6,27
1990,VA,1732,1209,39.9,27.8
1990,VA,4901,3177,39.1,25.4
1990,VA,5801,5173,24.5,21.9
1990,VA,3364,3864,23.2,26.6
1990,VA,12460,10204,30.5,25
1990,VA,1552,1247,24.6,19.7
1990,VA,21092,19103,32,29
1990,VA,3868,5228,23.9,32.3
1990,VA,4827,5078,28.6,30.1
1990,VA,3628,3956,28.8,31.4
1990,VA,4522,4344,31.2,29.9
1990,WA,2605,3830,22.8,33.5
1990,WA,11205,19221,16.1,27.7
1990,WA,8811,9746,25.7,28.5
1990,WA,785,795,28.2,28.6
1990,WA,11960,17563,22.7,33.4
1990,WA,3969,5091,24.1,30.9
1990,WA,6631,5904,31.9,28.4
1990,WA,15715,34533,13.4,29.5
1990,WA,1468,2016,25.2,34.7
1990,WA,9981,16116,19,30.6
1990,WA,35592,63659,15.6,27.9
1990,WA,3695,7393,19.1,38.3
1990,WA,13956,28080,13.5,27.2
1990,WA,6359,8122,20.9,26.7
1990,WA,13325,24273,16.8,30.6
1990,WA,38423,30712,33.9,27.1
1990,WV,12004,14646,31.6,38.5
1990,WV,7591,5934,45.9,35.9
1990,WV,5122,7332,28.4,40.7
1990,WV,17772,19980,28.1,31.5
1990,WV,3087,2138,50.6,35.1
1990,WV,13454,10673,42.9,34.1
1990,WV,4038,4183,38.2,39.6
1990,WV,6648,10688,27.5,44.1
1990,WV,39116,49471,27.6,34.9
1990,WV,6815,4739,50.9,35.4
1990,WV,7294,10803,29.1,43.1
1990,WV,4661,7449,27.2,43.5
1990,WV,10589,13098,24.6,30.5
1990,WV,8585,12544,24.9,36.4
1990,WV,6957,7648,37.3,41.1
1990,WV,7291,11394,26.2,41
1990,WV,18583,17179,36.8,34
1990,WV,9943,10125,36.9,37.6
1990,WV,1145,1446,33.8,42.7
1990,WV,15532,21088,26.8,36.4
1990,WI,20927,48840,17.4,40.5
1990,WI,4260,9772,20.3,46.7
1990,WI,8323,14639,25.1,44.1
1990,WI,6445,12133,21.7,40.9
1990,WI,25086,61115,11.1,27
1990,WI,6165,10705,22.8,39.6
1990,WI,8491,17509,17.2,35.5
1990,WI,12768,24259,22.5,42.7
1990,WI,4577,8532,23.2,43.3
1990,WI,2473,5812,19.4,45.6
1990,WI,3160,5727,26.5,47.9
1990,WI,10208,20126,17.4,34.4
1990,WI,17408,29494,24.1,40.8
1990,WI,6045,8848,30.6,44.8
1990,WI,16009,37028,18.5,42.7
1990,WI,26121,38863,23.6,35.1
1990,WI,19216,37785,21.8,42.9
1990,WI,15108,27829,22.6,41.6
1990,WI,17241,35255,19.4,39.6
1990,WY,7241,13283,15.8,29
1990,WY,5668,11922,14.7,31
1990,AL,3315,2403,46.1,33.4
1990,AL,18093,13529,41.2,30.8
1990,AL,18098,14713,39.3,31.9
1990,AZ,8609,8648,31.9,32
1990,AR,13321,9897,40,29.7
1990,AR,7982,3698,48.5,22.4
1990,AR,7484,4811,44.9,28.9
1990,CA,7577,14891,13.7,27
1990,CO,4408,4422,32.4,32.5
1990,CT,22677,36644,19.1,30.9
1990,FL,8314,8981,31,33.5
1990,FL,5359,3745,45.2,31.6
1990,FL,6522,4683,43.4,31.2
1990,FL,11882,17063,20.3,29.1
1990,FL,7729,6118,40.9,32.4
1990,FL,15443,15373,35.7,35.5
1990,GA,3463,6075,20.5,35.9
1990,GA,9090,7223,41.6,33.1
1990,GA,8638,6055,45.5,31.9
1990,GA,10318,6697,48.2,31.3
1990,GA,13452,11108,39.2,32.4
1990,GA,7784,5471,45.4,31.9
1990,IL,18907,27663,26.9,39.3
1990,IL,5375,8739,23.7,38.6
1990,IL,6744,11330,25.9,43.4
1990,IL,8089,10045,29.9,37.1
1990,IL,6624,11912,22.4,40.3
1990,IN,4738,9185,23.8,46.2
1990,IN,4046,6950,27.7,47.5
1990,IN,6043,6814,36.1,40.7
1990,IN,13427,19519,28.2,41.1
1990,IN,9157,14290,28.6,44.7
1990,IN,5609,6967,29.7,36.9
1990,IN,4424,10484,20,47.3
1990,KS,2350,4762,22.5,45.6
1990,KS,3186,5940,22.9,42.7
1990,KY,3134,3599,33.3,38.2
1990,KY,6920,9190,24,31.9
1990,KY,4286,3615,39.3,33.2
1990,KY,5912,7530,32.6,41.5
1990,LA,10471,10262,38.5,37.8
1990,MD,5137,6959,23.5,31.8
1990,MI,9160,17498,21.3,40.6
1990,MN,7027,10699,24.3,37
1990,MN,5784,10540,22,40.2
1990,MN,4923,8427,24.5,42
1990,MN,6008,10516,21.3,37.3
1990,MS,4886,3496,29.8,21.3
1990,MS,7464,7466,31.6,31.7
1990,MO,4296,7301,19.3,32.8
1990,MO,6439,8081,27.8,34.9
1990,MO,11980,10507,37.5,32.9
1990,MO,5000,5866,32.7,38.3
1990,NV,2401,5792,12.7,30.7
1990,NV,3048,4635,24.9,37.8
1990,NH,6437,11253,19.6,34.3
1990,NH,13226,25210,16.8,32.1
1990,NY,13217,20917,25.5,40.3
1990,NY,23144,32826,25.6,36.2
1990,NY,11170,13743,26.4,32.4
1990,NY,8643,13956,22.6,36.5
1990,NY,5232,8108,23.8,36.9
1990,NY,15910,23596,25,37.1
1990,NC,1355,1312,33.8,32.7
1990,NC,20134,17231,36.5,31.3
1990,NC,3008,4720,19,29.8
1990,NC,9720,7732,38,30.2
1990,NC,14966,14021,36,33.7
1990,NC,6289,5452,32.6,28.3
1990,NC,2738,2314,38.8,32.8
1990,NC,12793,10917,37.9,32.4
1990,NC,10462,7340,42.9,30.1
1990,NC,18128,10654,45.9,26.9
1990,NC,15845,12326,37.8,29.4
1990,OH,7056,13478,24,45.8
1990,OH,17636,28950,27.6,45.3
1990,OH,7662,9638,25.4,31.9
1990,OH,5666,10836,24.6,47.1
1990,OH,5639,9415,25.7,42.9
1990,OH,19810,31675,28.2,45.1
1990,OH,6559,10968,28.7,47.9
1990,OH,8105,14666,26.2,47.4
1990,OH,11907,21054,23.8,42
1990,OH,6198,7654,34.7,42.9
1990,OH,8930,16674,25.9,48.3
1990,OH,7438,13274,24.8,44.3
1990,OH,6832,13244,25.5,49.5
1990,OH,10822,17883,26.2,43.4
1990,OH,14918,21966,28.9,42.5
1990,OH,14761,17938,32.4,39.4
1990,OH,16417,25707,26.4,41.3
1990,OK,5887,8931,17.8,27
1990,OK,10924,12128,29.7,33
1990,OK,8300,9834,29.2,34.6
1990,OR,4011,7002,18.2,31.7
1990,OR,3154,3312,28.7,30.1
1990,OR,3278,5276,22.6,36.4
1990,PA,13881,23800,26,44.6
1990,PA,17517,29326,27,45.3
1990,PA,16231,24840,31.1,47.5
1990,PA,10149,18929,25.8,48.1
1990,TN,8406,6229,42.4,31.4
1990,TN,9211,7830,34.9,29.7
1990,TN,3468,1787,54.8,28.2
1990,TN,10437,7211,46.3,32
1990,TN,5634,4997,40,35.5
1990,TN,11583,9381,36.8,29.8
1990,TN,9262,7482,43,34.7
1990,TX,5564,5942,28.5,30.4
1990,TX,4732,4313,28.7,26.2
1990,TX,14021,12228,35.3,30.8
1990,TX,6902,6288,37.1,33.8
1990,TX,6116,7387,24.1,29.1
1990,TX,7307,6836,32.6,30.5
1990,TX,8986,7232,35.4,28.5
1990,TX,5748,5359,35,32.6
1990,TX,5825,2817,43.9,21.2
1990,TX,8384,8702,26.7,27.7
1990,TX,6127,4274,37.1,25.9
1990,TX,9529,6578,38.8,26.8
1990,UT,763,2224,8.4,24.4
1990,UT,901,1813,16.8,33.7
1990,WA,4498,12131,11.7,31.6
1990,WA,2860,4589,18.8,30.1
1990,WA,9295,13204,24.6,34.9
1990,WA,5414,8823,20.8,34
1990,WI,13776,21602,27.7,43.5
1990,WI,4413,7356,22.3,37.2
1990,WI,9724,16789,23,39.8
1990,WI,9806,17175,21,36.7
1990,AL,4068,2394,50.2,29.6
1990,AL,3507,1936,49,27.1
1990,AL,6363,3678,49.7,28.7
1990,AL,7402,4195,51.2,29
1990,AR,5130,3886,44.2,33.4
1990,CA,92,203,12.4,27.5
1990,CA,3616,7537,17.5,36.5
1990,CA,3653,2476,37.1,25.1
1990,CO,684,1255,18.3,33.6
1990,FL,5288,5551,35,36.8
1990,FL,2215,1739,42.6,33.5
1990,FL,2162,2411,32.3,36
1990,GA,2192,1802,43.8,36
1990,GA,4869,3624,44.2,32.9
1990,GA,4159,2690,47.7,30.8
1990,GA,3472,2148,48.8,30.2
1990,GA,3435,2628,39.8,30.5
1990,GA,3512,3182,38.2,34.6
1990,GA,1817,1459,43.8,35.2
1990,IL,4336,5615,31.2,40.4
1990,IL,3105,4234,31,42.2
1990,IL,5466,8815,26.6,42.8
1990,IL,5669,8947,27.8,43.9
1990,IL,8174,8256,35.8,36.1
1990,IL,3395,3448,34.3,34.8
1990,IN,2546,2363,40.4,37.5
1990,IN,4178,5083,34.7,42.3
1990,IN,4174,5164,35.1,43.4
1990,IN,2377,4939,23.3,48.3
1990,IN,2241,3591,28.1,45
1990,IN,4781,6876,31.2,44.9
1990,IN,3012,5491,26.4,48.1
1990,IN,5716,5482,40.1,38.4
1990,IN,1715,2264,34.2,45.1
1990,IN,2414,4802,23,45.7
1990,KS,1547,2099,29.8,40.4
1990,KS,2571,3330,26.1,33.8
1990,KY,2400,2052,40.4,34.6
1990,KY,3941,4036,37.6,38.5
1990,KY,2635,2127,44.8,36.1
1990,KY,693,452,49.2,32.1
1990,KY,4003,3410,41.1,35
1990,LA,6520,4250,49.6,32.3
1990,MD,5805,6690,33.2,38.2
1990,MD,3384,4372,28.6,37
1990,MI,7076,11176,27.9,44
1990,MI,9361,14399,27,41.6
1990,MN,2620,3545,29.5,39.9
1990,MN,2417,3373,30.1,42.1
1990,MN,3559,5609,26.6,42
1990,MN,5843,7434,32.3,41.1
1990,MN,4249,5555,30.8,40.2
1990,MN,3315,4443,28.3,37.9
1990,MN,2532,4299,22.5,38.2
1990,MS,7893,4898,45.7,28.3
1990,MS,3241,1164,54.5,19.6
1990,MS,5542,3421,45.6,28.1
1990,MS,6022,4510,42.7,32
1990,MO,2132,3171,29.7,44.1
1990,MO,5195,4659,41.4,37.1
1990,MO,1530,2186,29.4,42.1
1990,MO,3698,3464,38.9,36.4
1990,MO,4414,5366,32.4,39.4
1990,MO,2779,4021,28.3,40.9
1990,MO,2828,3048,37.4,40.3
1990,MO,3379,4424,32.5,42.6
1990,MO,2326,2269,39.2,38.2
1990,MO,3809,4159,37.2,40.6
1990,MO,6103,3883,49.2,31.3
1990,NV,513,743,22.4,32.5
1990,NH,4052,8077,16.5,32.8
1990,NY,13282,15665,28.8,34
1990,NY,8083,10756,29.7,39.5
1990,NC,5840,5701,39.2,38.2
1990,NC,3317,2837,36.7,31.4
1990,NC,5903,4169,41.9,29.6
1990,NC,11814,10032,38.7,32.9
1990,NC,5372,3661,46.3,31.6
1990,OH,6479,6332,41.6,40.7
1990,OH,7637,9570,33.5,42
1990,OH,2552,4480,28.4,49.9
1990,OH,7014,12006,27.5,47.1
1990,OH,2876,2917,41.3,41.9
1990,OK,2157,2984,28.8,39.8
1990,OK,6326,6971,33.8,37.3
1990,OK,6514,6340,36.6,35.6
1990,OK,2026,3379,23.8,39.7
1990,OK,1971,2764,27.2,38.2
1990,OK,2987,2751,39.3,36.2
1990,OR,3617,5474,23.7,35.9
1990,PA,6729,11928,26.9,47.8
1990,PA,8151,11061,32,43.4
1990,PA,6903,11646,25.8,43.6
1990,SC,11110,7452,46.1,30.9
1990,TN,4748,2957,49.7,30.9
1990,TN,6685,5855,39.9,34.9
1990,TN,6842,4622,47,31.7
1990,TN,5664,3620,47,30.1
1990,TN,2231,1636,47.2,34.6
1990,TN,3804,4218,36.5,40.4
1990,TN,7078,4816,47.9,32.6
1990,TN,2865,1962,48.5,33.2
1990,TN,2096,1489,47.3,33.6
1990,TX,1263,1300,31.1,32
1990,TX,3792,3399,36,32.2
1990,TX,4840,4973,30.9,31.7
1990,TX,5167,3844,42.1,31.4
1990,TX,1168,1009,35.8,30.9
1990,TX,6024,5857,35.4,34.4
1990,TX,5944,4545,42.4,32.5
1990,TX,3702,2141,49.9,28.8
1990,TX,4828,3415,44.5,31.5
1990,TX,4867,3859,40.4,32.1
1990,TX,6942,5412,38.5,30
1990,TX,1758,1362,37.8,29.3
1990,TX,3736,1952,48.7,25.4
1990,TX,3150,2466,38.9,30.5
1990,TX,5753,4819,39,32.7
1990,TX,4287,3891,36.4,33.1
1990,TX,8383,6689,40.3,32.1
1990,TX,1709,1547,37.6,34
1990,TX,4457,3718,41.1,34.3
1990,TX,9619,8073,37.9,31.8
1990,VA,5053,2786,49.5,27.3
1990,VA,2171,1572,42.4,30.7
1990,VA,2095,1863,35.3,31.4
1990,VA,2822,1867,50,33.1
1990,VA,1775,1390,42.4,33.2
1990,VA,2280,2637,26.9,31.1
1990,VA,5420,4671,40.2,34.6
1990,VA,2972,2405,37.3,30.2
1990,VA,2118,1925,33.4,30.3
1990,VA,3760,2414,42.7,27.4
1990,VA,4819,2773,46.8,26.9
1990,VA,4944,4527,34.1,31.3
1990,VA,6521,5194,44.6,35.5
1990,VA,3729,2698,39.5,28.5
1990,VA,7590,7991,34.8,36.7
1990,VA,4797,3029,41.6,26.3
1990,VA,1696,1159,42,28.7
1990,VA,4387,3289,41,30.8
1990,VA,1492,927,41.9,26
1990,VA,1964,1353,38.1,26.2
1990,WA,3127,3690,29.6,34.9
1990,WA,510,922,22.2,40.2
1990,WI,2507,4049,27.7,44.8
1990,WI,1326,1893,29,41.3
1990,WI,4957,9720,22,43.2
1990,AL,10833,6749,45.7,28.5
1990,AL,8522,6824,32.8,26.3
1990,AL,7536,8199,25.8,28
1990,AL,11488,8010,40.4,28.2
1990,AL,12932,9876,41.9,32
1990,AL,17985,13615,38.5,29.2
1990,AL,6451,4406,41,28
1990,AZ,14436,11622,35.4,28.5
1990,AZ,7124,4244,42.8,25.5
1990,AR,8612,7319,41.5,35.3
1990,AR,6110,6826,35.5,39.7
1990,AR,12620,11371,37.4,33.7
1990,AR,4974,4219,42.8,36.3
1990,CA,10477,11357,29.1,31.6
1990,CA,11206,15499,21.3,29.5
1990,CA,9053,10288,27.8,31.6
1990,CA,6811,11082,20,32.6
1990,CO,5557,7825,24.6,34.7
1990,CO,2766,5300,14.3,27.4
1990,CO,4135,5681,25.5,35
1990,FL,7364,4973,45.5,30.8
1990,GA,8896,8552,35.3,33.9
1990,GA,7246,6833,32.4,30.6
1990,GA,7128,4539,49.9,31.8
1990,GA,9705,7329,43,32.5
1990,GA,5333,3896,43.8,32
1990,GA,6168,4534,40.2,29.5
1990,GA,7097,5188,41,29.9
1990,GA,3303,3233,40,39.1
1990,GA,942,740,43.6,34.3
1990,GA,6598,5109,37.2,28.8
1990,GA,8891,8018,36.7,33.1
1990,GA,5149,4931,37.1,35.6
1990,ID,4693,6927,23.2,34.2
1990,ID,3858,6324,21.8,35.8
1990,ID,2026,3656,16.9,30.6
1990,ID,1440,2043,24.4,34.6
1990,ID,2220,3787,13.4,22.8
1990,ID,985,1990,12.4,25.1
1990,ID,3328,3459,32.6,33.9
1990,IL,6178,10069,26.9,43.9
1990,IL,6693,10779,26.2,42.1
1990,IL,8840,14439,23.4,38.3
1990,IL,4898,8471,24.1,41.7
1990,IL,5688,9340,24.1,39.6
1990,IL,915,1526,24.2,40.3
1990,IL,7355,12369,23.3,39.2
1990,IL,10423,15176,26.7,38.9
1990,IN,4639,8184,25.6,45.2
1990,IN,6057,11689,24.1,46.5
1990,IN,4895,10165,22.5,46.6
1990,IN,4758,10119,21.4,45.6
1990,IN,7408,10586,30.7,43.8
1990,IN,5367,6524,35.9,43.7
1990,IN,9082,16901,22.5,41.9
1990,IN,8483,12413,30.3,44.3
1990,IN,6901,11253,26,42.4
1990,IN,5306,10070,23.6,44.7
1990,IN,6463,10240,27.9,44.2
1990,IN,2895,3427,34.5,40.9
1990,IN,5637,9818,25.6,44.6
1990,IA,3279,6953,19.2,40.7
1990,IA,7547,13411,22.6,40.2
1990,IA,5202,10261,22.4,44.2
1990,IA,4657,10031,18.2,39.1
1990,IA,6321,9591,25,38
1990,KS,5504,7565,23.1,31.7
1990,KS,5723,6914,25.3,30.5
1990,KS,2696,6172,16.6,38.1
1990,KS,3596,6971,18.1,35.2
1990,KS,9293,13109,22.6,31.9
1990,KY,10302,7431,45.5,32.8
1990,KY,3405,1824,53.7,28.8
1990,KY,11376,8357,35.2,25.9
1990,KY,5466,4166,43.9,33.4
1990,LA,5380,7049,29.4,38.5
1990,LA,5239,4811,25.5,23.4
1990,LA,8119,6335,42.2,32.9
1990,LA,7127,6304,35,31
1990,LA,21168,15400,44.7,32.5
1990,LA,14069,11819,41.9,35.2
1990,ME,15801,28464,21.1,38
1990,MD,7369,8213,35.3,39.4
1990,MA,8212,15456,17.6,33.2
1990,MI,14248,22010,25.6,39.5
1990,MI,6932,10524,26.2,39.8
1990,MI,5496,10149,22.9,42.3
1990,MI,6608,11277,24.8,42.3
1990,MI,7625,13561,22.8,40.5
1990,MI,5366,9059,20.3,34.2
1990,MI,13334,21567,23.7,38.3
1990,MI,4230,6930,22.3,36.5
1990,MI,9645,13976,26.2,38
1990,MN,4895,7076,28.3,40.9
1990,MN,4415,6597,23.9,35.7
1990,MN,5696,7837,23.7,32.6
1990,MN,6068,9754,24.2,38.9
1990,MN,9616,11420,28.4,33.7
1990,MN,1268,1510,26.2,31.3
1990,MN,6110,9384,22.3,34.2
1990,MS,3528,2597,42.9,31.6
1990,MS,2243,1175,41.3,21.6
1990,MS,13934,11254,35.7,28.8
1990,MS,7062,5874,37,30.8
1990,MS,8728,6234,39.4,28.1
1990,MS,9482,7020,32.3,24
1990,MO,5038,6337,32,40.3
1990,MO,6216,7408,35.6,42.4
1990,MO,2273,4949,19.3,41.9
1990,MO,5041,5398,31.6,33.8
1990,MO,9282,9584,37.6,38.9
1990,MO,4004,5275,29.4,38.7
1990,MO,5177,6335,29.2,35.8
1990,NE,3602,6932,18.8,36.2
1990,NE,3459,6454,16.7,31.1
1990,NE,4864,9211,21.7,41
1990,NE,4118,6065,26.3,38.8
1990,NV,2320,3765,20.5,33.3
1990,NV,3307,5108,24.8,38.3
