Year,State,Less than a high school diploma,High school diploma only,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only
1990,KY,3279,3260,39.1,38.9
1990,KY,113529,132878,25.9,30.3
1990,KY,22676,29317,25.6,33.1
1990,KY,4178,6366,19.8,30.2
1990,KY,2924,2983,39.9,40.7
1990,KY,4913,6008,30.1,36.8
1990,KY,1844,1466,42.5,33.8
1990,KY,1510,1552,38.4,39.5
1990,LA,67957,90204,24,31.9
1990,LA,97208,71889,31.9,23.6
1990,LA,6258,4798,42,32.2
1990,LA,13753,16427,32.8,39.2
1990,LA,6606,9116,26,35.8
1990,LA,4677,4685,38.9,39
1990,LA,6480,8770,28.5,38.5
1990,LA,20656,25410,23.1,28.4
1990,MD,52224,83672,18.9,30.3
1990,MD,102418,137453,21.6,29
1990,MD,6709,11900,20.7,36.7
1990,MD,17049,27397,21.5,34.6
1990,MD,12496,16275,27.8,36.2
1990,MD,11530,22281,19,36.6
1990,MD,18618,32293,19.6,34
1990,MD,21172,36025,18.4,31.3
1990,MD,10853,22906,8.9,18.7
1990,MD,48292,85907,9.4,16.8
1990,MD,76825,133951,16.8,29.2
1990,MD,5341,7932,23.2,34.5
1990,MD,186630,130317,39.3,27.5
1990,MA,114937,95765,35,29.2
1990,MA,88317,131265,19.8,29.4
1990,MA,148084,257659,15.7,27.4
1990,MA,50547,124442,12,29.6
1990,MA,44897,94553,16.2,34.1
1990,MA,105101,121198,24.6,28.4
1990,MI,10177,18027,22.4,39.7
1990,MI,10440,23444,14.4,32.4
1990,MI,108971,160962,23.1,34.1
1990,MI,110203,184626,15.4,25.7
1990,MI,22992,33813,25.2,37.1
1990,MI,398032,400583,30,30.2
1990,MN,19272,55655,13.3,38.3
1990,MN,4496,10319,15.4,35.3
1990,MN,3743,7889,19.9,42
1990,MN,15685,51134,9.3,30.4
1990,MN,81332,180413,11.8,26.3
1990,MN,3453,6483,21.8,40.9
1990,MN,3452,5891,23.7,40.4
1990,MN,3546,4602,29.9,38.8
1990,MN,46478,92582,15,29.8
1990,MN,5286,13568,15.2,38.9
1990,MN,3788,9678,15.8,40.4
1990,MN,2960,3857,31.8,41.4
1990,MN,8947,29961,10,33.3
1990,MN,8026,17751,19.9,43.9
1990,MS,2595,1352,53.6,27.9
1990,MS,11943,14929,28.8,35.9
1990,MS,8507,4932,48.3,28
1990,MS,4899,3635,39,29
1990,MS,2225,981,54.1,23.9
1990,MO,3342,4437,33.1,44
1990,MO,1371,2678,24.6,48
1990,MO,7958,16379,20,41.2
1990,MO,15159,35188,15.3,35.6
1990,MO,2464,4669,22.9,43.5
1990,MO,16242,18037,32.5,36
1990,MO,84464,134837,20.5,32.7
1990,MO,29556,39737,28.4,38.1
1990,MO,5839,8465,28.9,41.9
1990,MO,5937,7235,33.2,40.5
1990,MO,4563,11589,12.2,30.9
1990,MO,4039,6290,28.8,44.9
1990,MO,21749,42475,16.7,32.7
1990,MO,116694,174886,17.7,26.5
1990,MO,4007,4867,32,38.9
1990,MO,95222,68965,37.2,27
1990,NV,110286,156127,22.7,32.1
1990,NH,22053,49824,13.8,31.2
1990,NH,12730,20649,20.2,32.8
1990,NJ,107514,170043,18.4,29.1
1990,NJ,46128,84729,18.1,33.2
1990,NJ,78908,108650,24.5,33.8
1990,NJ,151567,140507,29.9,27.8
1990,NJ,32655,54499,22.5,37.6
1990,NJ,133748,105339,35.9,28.3
1990,NJ,10239,21042,14.1,28.9
1990,NJ,92277,143402,20.6,32
1990,NJ,63296,110472,17.2,29.9
1990,NJ,36987,77431,13,27.2
1990,NJ,75652,113178,25.1,37.6
1990,NJ,92018,94756,31.2,32.2
1990,NJ,11748,16676,27.4,38.9
1990,NJ,22904,44226,13.7,26.4
1990,NJ,12496,28933,14.9,34.6
1990,NJ,84173,105820,24.8,31.2
1990,NY,304929,207262,41.5,28.2
1990,NY,33942,48960,20.2,29.1
1990,NY,151002,202981,23.6,31.7
1990,NY,529049,415668,36.3,28.5
1990,NY,8450,13265,22.5,35.2
1990,NY,91284,128252,19.9,28
1990,NY,139145,266264,15.8,30.2
1990,NY,270929,174018,24.7,15.9
1990,NY,34973,53615,24.2,37.1
1990,NY,11666,20753,19,33.8
1990,NY,43351,61134,22.8,32.2
1990,NY,7572,10188,28.5,38.4
1990,NY,7379,17003,13.5,31.1
1990,NY,389662,401918,28.9,29.8
1990,NY,52578,86330,21.4,35.2
1990,NY,28406,44306,16.7,26.1
1990,NY,152118,281557,17.8,32.9
1990,NY,14498,20467,25.7,36.3
1990,NY,114862,151506,19,25.1
1990,NY,3867,5366,26.3,36.5
1990,NC,21219,19797,32.6,30.4
1990,NC,2944,3351,32.3,36.8
1990,NC,8903,7817,37.6,33
1990,NC,43883,30423,39.1,27.1
1990,NC,2382,2070,39.1,34
1990,NC,20627,19769,33.5,32.1
1990,NC,18908,17540,35.4,32.8
1990,NC,12384,9650,38,29.6
1990,NC,60906,76305,18.4,23.1
1990,NC,24929,23600,34,32.2
1990,NC,16074,17011,31,32.8
1990,NC,39737,57917,14.6,21.3
1990,OH,7639,8771,35.1,40.3
1990,OH,42524,61368,24,34.7
1990,OH,24934,33383,27.2,36.4
1990,OH,245297,291883,26,30.9
1990,OH,6532,14345,15.6,34.3
1990,OH,13869,26852,21.2,41.1
1990,OH,113495,173593,19,29.1
1990,OH,9211,15547,18,30.3
1990,OH,134227,152594,24.4,27.7
1990,OH,5263,6979,32.2,42.6
1990,OH,26972,51581,18.9,36.2
1990,OH,19247,34707,23.6,42.5
1990,OH,41895,64501,24.7,38.1
1990,OH,7290,9632,30.5,40.3
1990,OH,13547,30200,17.6,39.2
1990,OH,4920,7910,28.7,46.1
1990,OH,6104,9431,31.4,48.6
1990,OH,9505,13244,30.3,42.2
1990,OH,4893,9033,23.8,44
1990,OH,17946,24922,24.5,34.1
1990,OK,8184,14997,17.7,32.4
1990,OK,16615,27267,16.1,26.5
1990,OK,8159,9019,31,34.2
1990,OK,5888,7322,31.2,38.8
1990,OK,4912,6107,28,34.8
1990,OK,4050,5265,27.8,36.1
1990,OK,80030,99757,20.9,26.1
1990,OR,26130,49571,14.3,27.2
1990,OR,5288,9085,22,37.8
1990,OR,67093,102543,17.1,26.2
1990,OR,23752,45693,11.8,22.8
1990,OR,8483,13023,20.9,32.2
1990,PA,194260,329546,21,35.6
1990,PA,14322,23857,28.9,48.1
1990,PA,31885,53929,25.1,42.4
1990,PA,60473,120890,17.1,34.2
1990,PA,20919,40436,21.4,41.4
1990,PA,37091,71921,15.1,29.3
1990,PA,67451,126755,18.6,35
1990,PA,31491,44691,32.2,45.7
1990,PA,75275,140022,16.2,30.1
1990,PA,365713,337638,35.7,32.9
1990,PA,3978,8466,20.8,44.3
1990,PA,37412,59055,26.8,42.3
1990,PA,57144,108669,22.3,42.5
1990,RI,8518,8389,26.1,25.7
1990,RI,25580,35435,23.2,32.2
1990,RI,9838,16560,17.2,29
1990,RI,128586,113795,33,29.2
1990,RI,11822,19885,17.2,28.9
1990,SC,8652,6625,43.1,33
1990,SC,13781,11475,40,33.3
1990,SC,26544,22217,32.5,27.2
1990,TN,3110,2459,45.4,35.9
1990,TN,5995,5951,35,34.7
1990,TN,81073,90234,24.1,26.9
1990,TN,8530,8311,38.5,37.5
1990,TN,6957,5000,44.5,32
1990,TN,4977,3671,44.4,32.7
1990,TN,5225,3481,50.8,33.9
1990,TN,12342,11460,34.8,32.3
1990,TN,9168,10121,34.5,38.1
1990,TN,18318,21803,26.1,31.1
1990,TN,126401,138063,24.9,27.2
1990,TN,4289,3333,45.8,35.6
1990,TN,19219,20901,29.4,31.9
1990,TN,8597,8356,38.2,37.2
1990,TN,2068,1123,52.3,28.4
1990,TN,9377,11902,18.2,23
1990,TN,12399,14295,28.6,33
1990,TX,7272,5553,41.2,31.5
1990,TX,4876,3762,37.4,28.9
1990,TX,1749,2455,23.3,32.7
1990,TX,7758,7851,31.7,32.1
1990,TX,192804,173097,27.3,24.5
1990,TX,28921,34815,24.5,29.5
1990,TX,6174,4623,39.7,29.7
1990,TX,3963,3664,31.9,29.5
1990,TX,19286,31807,11.7,19.4
1990,TX,8468,9894,24.3,28.4
1990,TX,264851,272700,22.9,23.5
1990,TX,21396,35215,13.2,21.7
1990,TX,14463,16979,28.3,33.2
1990,TX,25393,29213,19.1,22
1990,TX,33560,38575,24.2,27.9
1990,TX,12190,12756,30.2,31.6
1990,TX,429746,398463,25.1,23.3
1990,TX,7976,8078,23.1,23.4
1990,TX,5033,5962,25.3,30
1990,TX,12639,12767,30.9,31.2
1990,TX,16838,19942,28.1,33.3
1990,TX,10402,10612,32.1,32.7
1990,TX,1918,2821,19.8,29.1
1990,TX,12283,10949,37.6,33.5
1990,TX,6468,5185,38.3,30.7
1990,TX,27480,33112,24.5,29.5
1990,TX,10489,12920,25.5,31.4
1990,TX,2557,4164,15.9,25.8
1990,TX,1070,951,33.1,29.5
1990,TX,145836,180065,20.1,24.8
1990,TX,58011,67853,16.6,19.4
1990,TX,3871,3908,30.4,30.7
1990,TX,15590,21721,18.6,26
1990,TX,5339,4482,38.8,32.6
1990,TX,7219,7406,32.9,33.7
1990,UT,58546,105528,14.7,26.5
1990,UT,3297,5278,22.7,36.4
1990,VA,2529,2007,43.7,34.7
1990,VA,15697,18579,12.5,14.8
1990,VA,5094,4286,41.2,34.7
1990,VA,1853,1319,43.6,31.1
1990,VA,20602,33999,15.8,26.2
1990,VA,2087,2853,25,34.2
1990,VA,5938,5841,33.3,32.7
1990,VA,5716,4732,40.8,33.8
1990,VA,46562,91675,8.6,17
1990,VA,6628,9580,21.1,30.4
1990,VA,5113,6117,26,31.1
1990,VA,3333,2751,33.3,27.5
1990,VA,9319,13892,22.5,33.6
1990,VA,27516,38686,18.7,26.3
1990,VA,5678,4824,34.6,29.4
1990,VA,4069,5568,17.5,24
1990,VA,2254,2376,31.5,33.3
1990,VA,7346,13376,13.4,24.3
1990,VA,1844,2008,30,32.6
1990,VA,1899,2422,27.2,34.7
1990,VA,3506,3529,33.7,33.9
1990,VA,3624,5523,22.1,33.7
1990,VA,15387,34939,12.2,27.6
1990,VA,1513,1295,32.8,28.1
1990,VA,8159,11765,23.4,33.7
1990,VA,6932,11887,19.1,32.8
1990,VA,3086,2053,45.8,30.5
1990,VA,6107,5699,35.4,33
1990,VA,3109,7429,11.7,28.1
1990,VA,10741,12812,13.1,15.6
1990,VA,21505,28888,22.9,30.7
1990,VA,2460,4064,22.2,36.7
1990,VA,1645,2619,12.5,19.9
1990,VA,607,1050,8.6,14.9
1990,VA,2918,3424,26.2,30.8
1990,VA,16793,24166,20.3,29.2
1990,VA,4787,5285,32.6,36
1990,VA,2636,4685,15.8,28.1
1990,VA,1145,1497,29.6,38.7
1990,VA,21244,31598,20.7,30.7
1990,VA,39542,44474,27.3,30.7
1990,VA,9416,6561,37.8,26.3
1990,VA,1103,1824,15.6,25.9
1990,VA,21594,19060,33.4,29.4
1990,VA,42942,30256,31.9,22.5
1990,VA,12122,9380,36.1,27.9
1990,VA,28053,67265,12,28.9
1990,VA,814,872,16.3,17.4
1990,WA,24129,45565,16.1,30.4
1990,WA,119678,232192,11.8,22.8
1990,WA,60530,119636,16.8,33.1
1990,WA,1191,1893,22.6,36
1990,WA,42413,88150,14.3,29.7
1990,WV,7095,7522,31.8,33.7
1990,WI,20128,29482,24.9,36.5
1990,WI,144939,192086,23.7,31.5
1990,WI,6165,13921,13.1,29.6
1990,WI,3525,7488,18.9,40.2
1990,WI,4809,11920,15.6,38.6
1990,WI,11118,23813,18.7,40
1990,WI,23522,63044,12,32.2
1990,AL,6252,6671,30,32
1990,AL,17309,20544,26.8,31.8
1990,AL,23633,21711,32.6,30
1990,AL,11952,11110,34.8,32.4
1990,AL,10518,10188,33.5,32.4
1990,AL,23588,20194,35.9,30.7
1990,AL,6896,4924,44.6,31.8
1990,AL,4218,2862,45.6,31
1990,AL,4121,2871,41.5,28.9
1990,AL,16226,15026,31.7,29.4
1990,AL,16520,16585,32.1,32.2
1990,AL,8663,7293,44.4,37.4
1990,AL,12179,11714,26.8,25.8
1990,AL,12856,10620,36.9,30.5
1990,AL,3007,2199,43.3,31.7
1990,AL,30211,35243,19.8,23.1
1990,AL,69340,75114,29.9,32.3
1990,AL,31713,32844,24.7,25.6
1990,AL,19814,19282,30.6,29.8
1990,AL,5682,4465,43.8,34.4
1990,AL,12750,9153,43,30.8
1990,AL,27062,24689,30.4,27.8
1990,AK,13139,34504,9.6,25.2
1990,AK,4412,12251,10.2,28.3
1990,AK,2861,7855,12.2,33.5
1990,AZ,14876,16357,24.3,26.7
1990,AZ,10580,11996,21,23.8
1990,AZ,17954,22389,27.2,33.9
1990,AZ,82657,105908,19.5,25
1990,AZ,16320,22671,21.1,29.3
1990,AZ,22111,16549,35.1,26.3
1990,AR,16315,23121,25.2,35.7
1990,AR,2011,1996,40.1,39.8
1990,AR,13660,12582,32.5,29.9
1990,AR,9572,8937,36.2,33.8
1990,AR,9615,11278,27.6,32.4
1990,AR,15479,16498,29.8,31.8
1990,AR,2800,3798,31.1,42.3
1990,AR,17637,17284,34.1,33.4
1990,AR,3750,3136,41.5,34.7
1990,AR,3082,3204,35.4,36.8
1990,AR,8028,8617,32.9,35.3
1990,AR,3053,2635,40.4,34.9
1990,AR,8607,8118,36.1,34
1990,AR,2031,2127,38.9,40.7
1990,AR,8075,5155,51.1,32.6
1990,AR,46784,63370,21,28.4
1990,AR,11139,15892,27.1,38.7
1990,AR,18228,19529,28.3,30.4
1990,AR,18249,20921,26.8,30.7
1990,CA,25712,28746,22.4,25
1990,CA,130252,83536,33.8,21.7
1990,CA,28510,12268,46.8,20.1
1990,CA,103269,80323,32.4,25.2
1990,CA,20118,16702,34.4,28.6
1990,CA,19387,12967,36.6,24.5
1990,CA,36425,22806,36.9,23.1
1990,CA,57520,44916,27.1,21.2
1990,CA,14495,18399,19.3,24.5
1990,CA,90830,74007,31.4,25.6
1990,CA,23156,34099,16.7,24.5
1990,CA,46156,48821,20,21.1
1990,CA,26825,28183,18.1,19
1990,CA,20504,27971,21.6,29.5
1990,CA,36159,56046,17.3,26.8
1990,CA,40368,62057,15.6,24
1990,CA,70044,58124,31.6,26.2
1990,CA,11044,9935,27.7,24.9
1990,CA,70714,40873,39.8,23
1990,CA,85778,91704,20.6,22.1
1990,CA,10669,8474,31.5,25.1
1990,CO,12261,28352,8.7,20.1
1990,CO,28066,61791,11.7,25.7
1990,CO,12911,28958,11.4,25.6
1990,CO,12374,19241,20.5,31.9
1990,CO,20724,25915,26.1,32.6
1990,CO,657,2483,7.9,29.9
1990,CO,19520,22677,25.1,29.2
1990,CT,107129,145513,19,25.8
1990,CT,120514,167952,22.5,31.3
1990,CT,31426,54690,19.1,33.2
1990,CT,18835,21723,28.9,33.3
1990,DE,18185,22967,26.9,33.9
1990,DE,23330,28718,30.3,37.3
1990,FL,17727,22267,17.3,21.7
1990,FL,20881,25228,25.3,30.6
1990,FL,48987,84039,17.7,30.3
1990,FL,21275,33182,24.3,38
1990,FL,22646,26412,31.4,36.7
1990,FL,23129,33254,21,30.1
1990,FL,39280,47009,23.8,28.5
1990,FL,4560,7093,21.3,33.1
1990,FL,9895,7500,40.1,30.4
1990,FL,2205,2002,37,33.6
1990,FL,2569,2817,33.6,36.9
1990,FL,16446,18243,31.8,35.3
1990,FL,15718,20464,23.5,30.6
1990,FL,2530,2210,35.9,31.3
1990,FL,56726,82953,23.1,33.8
1990,FL,16668,23793,15.1,21.6
1990,FL,38188,54207,24.4,34.7
1990,FL,41684,47486,30.4,34.7
1990,FL,15552,24522,20.3,32
1990,FL,14756,26185,16.2,28.8
1990,FL,86837,89556,32,33
1990,FL,29664,34867,28.3,33.3
1990,FL,11182,14974,21.5,28.8
1990,FL,40755,68997,18.7,31.7
1990,FL,7815,8333,35.7,38.1
1990,FL,64697,85234,24.6,32.4
1990,FL,2568,3534,28.4,39
1990,FL,6527,6068,33.5,31.1
1990,GA,1006,709,46.4,32.7
1990,GA,29978,29645,31.8,31.4
1990,GA,2373,2963,35.9,44.8
1990,GA,3864,3372,41.3,36
1990,GA,2852,3375,31.5,37.3
1990,GA,5285,3915,44.7,33.1
1990,GA,9870,9306,36.2,34.1
1990,GA,35762,40783,26.3,30
1990,GA,793,2214,11.5,32.2
1990,GA,10280,10151,22.9,22.6
1990,GA,7571,12238,18.9,30.5
1990,GA,2220,2196,39.8,39.3
1990,GA,3638,2434,44.7,29.9
1990,GA,18055,16048,32.5,28.8
1990,GA,545,633,39,45.3
1990,GA,5159,6529,34,43.1
1990,GA,18996,16820,36.1,32
1990,GA,10394,12680,25.7,31.4
1990,GA,21055,18118,34.9,30
1990,GA,4126,3778,35,32.1
1990,GA,11344,20483,20.5,37
1990,GA,3889,4878,29.8,37.4
1990,GA,1625,995,48.8,29.9
1990,GA,2865,3079,30.2,32.5
1990,GA,4416,9860,17.9,40
1990,GA,1942,1643,40.8,34.5
1990,GA,1224,1446,36.4,42.9
1990,GA,13167,13803,30.2,31.7
1990,GA,5422,3792,43.9,30.7
1990,GA,2334,1798,43.1,33.2
1990,GA,5369,4940,40.3,37.1
1990,GA,1570,1240,45.5,36
1990,GA,3653,3575,33.8,33.1
1990,GA,7544,4923,47.9,31.2
1990,GA,31027,32528,28.5,29.9
1990,GA,2516,2991,22.9,27.2
1990,GA,2385,2290,38.2,36.7
1990,GA,3967,3793,32.5,31
1990,GA,2041,1687,39.4,32.6
1990,GA,33327,34495,29.1,30.1
1990,GA,3115,1883,47.6,28.8
1990,GA,3009,1886,51.6,32.3
1990,GA,15783,12615,41.7,33.3
1990,GA,18252,12828,40.2,28.2
1990,GA,4959,4470,41.9,37.8
1990,HI,100353,151930,18.8,28.4
1990,HI,63,33,48.5,25.4
1990,HI,15006,19385,23,29.7
1990,ID,16301,33194,12.8,26
1990,ID,6409,10717,17.1,28.7
1990,ID,460,838,20,36.5
1990,ID,6457,11701,16,29
1990,ID,344,626,19.6,35.8
1990,ID,15469,17298,29,32.4
1990,ID,870,1774,17.8,36.4
1990,ID,2300,2739,29.9,35.6
1990,ID,1919,2829,22.4,33
1990,ID,8530,13421,18.9,29.8
1990,ID,4463,6964,20.1,31.3
1990,ID,1847,1576,38,32.4
1990,IL,2708,2112,40.3,31.4
1990,IL,4727,7720,24.5,40.1
1990,IL,11997,25214,12.5,26.3
1990,IL,2774,4835,25.4,44.2
1990,IL,2190,3944,22.8,41.1
1990,IL,7622,13678,22.8,40.9
1990,IL,6831,7617,21.2,23.7
1990,IL,16100,21616,26.9,36.1
1990,IL,11183,24030,15.3,32.9
1990,IL,18150,29054,23.8,38.1
1990,IL,1911,3721,22.2,43.3
1990,IL,1677,3087,22.7,41.8
1990,IL,2572,5030,22.6,44.3
1990,IL,25590,36363,22.1,31.4
1990,IL,1783,4453,17,42.6
1990,IL,21882,34185,22.6,35.3
1990,IL,21453,39068,18.2,33.2
1990,IL,1010,1916,23,43.6
1990,IL,17191,29701,21.4,37
1990,IL,15828,22531,27.2,38.8
1990,IL,10930,12509,28.2,32.3
1990,IL,38648,56826,23.7,34.9
1990,IL,4091,7872,20,38.5
1990,IN,35401,62841,18.8,33.5
1990,IN,9520,15512,23.1,37.6
1990,IN,1387,3041,22.9,50.2
1990,IN,2917,5746,23.8,46.9
1990,IN,3906,7781,24.1,48
1990,IN,18029,26343,25.5,37.3
1990,IN,26107,37555,27.2,39.1
1990,IN,11213,20628,21.5,39.6
1990,IN,18291,28716,26.1,41
1990,IN,10267,15970,17.9,27.8
1990,IN,3761,4852,33.7,43.5
1990,IN,3914,7305,23.7,44.2
1990,IN,36969,53175,23.9,34.4
1990,IN,3268,5767,25.9,45.8
1990,IN,10249,21920,14.8,31.7
1990,IN,27081,39349,24.8,36
1990,IN,3119,4961,27.9,44.4
1990,IN,15884,23966,24,36.2
1990,IN,5638,10655,19.9,37.6
1990,IN,3443,7537,21,46
1990,IN,3669,7822,21.1,45
1990,IA,3176,6551,21.8,45
1990,IA,14811,29945,19.6,39.7
1990,IA,3089,5939,21.5,41.3
1990,IA,3184,7906,16.4,40.8
1990,IA,11950,22405,22.3,41.7
1990,IA,1691,3561,20.5,43.1
1990,IA,1662,3474,22,46
1990,IA,2325,4330,23.8,44.4
1990,IA,4990,11314,9.4,21.3
1990,IA,2743,5663,21.3,44.1
1990,IA,16312,37537,15.1,34.8
1990,IA,1506,3734,18.4,45.7
1990,IA,2057,3374,23.9,39.2
1990,IA,3211,5885,22,40.3
1990,IA,30479,68537,14.6,32.8
1990,IA,12109,21779,22.9,41.1
1990,IA,17460,30497,18.6,32.4
1990,IA,3434,9595,9,25
1990,IA,2876,9710,13,43.8
1990,IA,2985,5605,23.1,43.3
1990,IA,13270,23182,21.6,37.8
1990,KS,6094,10967,19,34.1
1990,KS,1393,2060,27,39.9
1990,KS,4722,10669,11.2,25.2
1990,KS,3745,6760,18.8,33.9
1990,KS,1419,3606,19.2,48.8
1990,KS,1973,4682,19,45
1990,KS,1250,2051,22.5,37
1990,KS,2341,4661,23.1,46
1990,KS,1835,4426,18.2,44
1990,KS,2542,8092,8.3,26.5
1990,KS,44416,80908,17.6,32
1990,KS,16341,37830,15.6,36.1
1990,KS,3850,6982,22.9,41.5
1990,KS,704,2157,16.2,49.5
1990,KY,4628,3445,48.9,36.4
1990,KY,4439,4202,36,34.1
1990,KY,10841,11691,31.1,33.6
1990,KY,3875,2236,53.4,30.8
1990,KY,10753,13537,27.8,35
1990,KY,6699,6552,34.9,34.2
1990,KY,15268,20204,27.7,36.7
1990,KY,3376,2100,51.4,32
1990,KY,28125,33238,19.8,23.4
1990,KY,8491,8459,35.3,35.2
1990,KY,1485,2217,30.7,45.8
1990,KY,12267,17923,24.7,36.1
1990,KY,8700,9823,31.5,35.5
1990,KY,5715,5531,31,30
1990,KY,3207,2715,41,34.7
1990,KY,2612,2413,41.4,38.2
1990,KY,3546,5623,25.7,40.8
1990,KY,4504,5008,30.9,34.4
1990,KY,2966,2182,41.1,30.2
1990,KY,13415,13750,29.1,29.8
1990,KY,3399,3772,26.5,29.4
1990,LA,14955,11038,45.4,33.5
1990,LA,10527,13789,31.5,41.2
1990,LA,11004,17382,21.1,33.3
1990,LA,41011,47514,26.6,30.9
1990,LA,30382,35021,29.7,34.2
1990,LA,2173,2244,38.9,40.2
1990,LA,5571,5886,36,38.1
1990,LA,43524,62662,19.5,28.1
1990,LA,4867,4097,41.8,35.2
1990,LA,3965,3916,37.2,36.8
1990,LA,16004,14281,40.7,36.3
1990,LA,7603,6631,41,35.7
1990,LA,25932,27069,26.7,27.9
1990,LA,21787,16588,43.8,33.4
1990,LA,13803,16590,33.3,40.1
1990,LA,23460,24581,28.4,29.7
1990,LA,5653,4988,41.4,36.5
1990,LA,24809,26298,31,32.9
1990,LA,2431,2041,42.4,35.6
1990,LA,11667,8545,46.3,33.9
1990,LA,19499,15817,39.3,31.9
1990,LA,22451,19412,40.4,34.9
1990,LA,4656,4884,35.7,37.4
1990,LA,12627,10759,41.7,35.6
1990,LA,9711,9579,36.1,35.6
1990,LA,3939,4513,34,39
1990,LA,3950,2970,42.8,32.2
1990,ME,18849,25937,28.2,38.8
1990,ME,23944,50386,15,31.5
1990,ME,19118,34793,20.9,38.1
1990,ME,4076,7623,18.9,35.3
1990,ME,22006,38780,20.5,36.1
1990,MD,14472,19368,29,38.8
1990,MD,10432,16230,22.9,35.6
1990,MD,6165,5504,38.8,34.6
1990,MD,24944,30145,30.7,37.2
1990,MD,13157,16351,27.9,34.6
1990,MD,7243,8792,29.2,35.4
1990,MA,15588,41186,11.6,30.7
1990,MA,20509,32126,22.1,34.7
1990,MA,77270,97594,26.4,33.3
1990,MA,14555,23229,17,27.2
1990,MA,103386,140441,22.6,30.7
1990,MI,6932,13375,21.7,41.9
1990,MI,18647,25536,26,35.6
1990,MI,25901,32692,25.3,31.9
1990,MI,20063,30406,23.2,35.1
1990,MI,8827,12082,27.7,37.9
1990,MI,5832,12910,16.3,36.1
1990,MI,8422,18922,14.5,32.5
1990,MI,61670,89935,23.2,33.9
1990,MI,25645,37878,16.1,23.8
1990,MI,21650,33051,22.3,34.1
1990,MI,22325,37105,16.6,27.5
1990,MI,60191,95419,19.7,31.2
1990,MI,7911,13510,16.8,28.6
1990,MI,21323,30252,25.9,36.8
1990,MI,8772,13874,26.6,42.1
1990,MI,25681,34118,25.8,34.2
1990,MI,22401,37611,20.2,34
1990,MI,33034,47672,25.2,36.3
1990,MI,12322,15209,28.2,34.8
1990,MI,21387,32406,12.8,19.4
1990,MN,3995,6520,22.7,37
1990,MN,5068,9243,17.3,31.6
1990,MN,4721,7378,24.9,38.9
1990,MN,5414,8134,19.5,29.2
1990,MN,2033,3827,21.3,40.1
1990,MN,4037,5301,29.8,39.1
1990,MN,2856,4406,24.1,37.1
1990,MN,3009,5274,18.5,32.5
1990,MN,8092,19105,12,28.4
1990,MN,5593,6880,27,33.3
1990,MN,25629,46063,19.7,35.5
1990,MN,14082,24154,21.7,37.1
1990,MN,2978,5197,23.6,41.3
1990,MS,6202,4713,38.9,29.5
1990,MS,10833,10983,27.9,28.3
1990,MS,6530,5895,32,28.9
1990,MS,25226,29519,25.3,29.6
1990,MS,37972,31845,24.8,20.8
1990,MS,17909,22889,25.6,32.7
1990,MS,4843,5174,26.7,28.5
1990,MS,9156,6096,28.5,19
1990,MS,2452,2382,38.2,37.1
1990,MS,14480,15348,26.2,27.7
1990,MS,6212,4509,42,30.5
1990,MS,6986,3583,46.6,23.9
1990,MO,2029,4128,21.4,43.5
1990,MO,3280,2504,47.3,36.1
1990,MO,9464,15810,15.2,25.3
1990,MO,14932,19657,27.9,36.7
1990,MO,6127,7420,29.9,36.2
1990,MO,9677,12496,25.6,33
1990,MO,4795,8260,23.4,40.3
1990,MO,9361,13340,22.7,32.3
1990,MO,3079,3306,37,39.7
1990,MO,1829,2996,26.9,44
1990,MO,27433,41130,21.1,31.7
1990,MO,16756,19602,28.6,33.5
1990,MO,4191,3855,38.9,35.8
1990,MO,2530,3396,32.2,43.2
1990,MO,7756,9828,27.2,34.5
1990,MO,2581,3176,35,43.1
1990,MO,4420,4936,33,36.9
1990,MO,4911,5907,33.2,39.9
1990,MT,1231,1865,21.9,33.3
1990,MT,8410,17841,17.1,36.3
1990,MT,167,201,27.6,33.2
1990,MT,7021,13676,14.6,28.3
1990,MT,11904,23519,16.3,32.3
1990,NE,2421,5210,17.9,38.6
1990,NE,2547,4213,25.1,41.5
1990,NE,963,1687,23.9,41.8
1990,NE,40560,78849,15.5,30.1
1990,NE,6422,11225,20.7,36.2
1990,NE,1155,2235,20.1,38.9
1990,NE,980,1819,24.8,46.1
1990,NE,15450,37059,11.9,28.7
1990,NE,1224,2215,23,41.7
1990,NE,5339,17271,9,29.3
1990,NE,2496,4800,20.9,40.3
1990,NE,1817,3596,19.5,38.5
1990,NE,1831,4380,17.3,41.4
1990,NV,278,636,15.6,35.6
1990,NV,29661,47277,17.5,27.9
1990,NV,4848,8681,17.3,30.9
1990,NH,38449,61722,17.8,28.6
1990,NJ,40617,51064,27.1,34.1
1990,NJ,17117,23787,26,36.1
1990,NJ,32431,31040,36.6,35
1990,NJ,49085,58420,22.9,27.3
1990,NJ,13646,22541,22.4,37.1
1990,NM,54957,84939,17.9,27.7
1990,NM,22276,18144,29.6,24.1
1990,NM,7962,11976,20.7,31.1
1990,NM,15628,15583,30.8,30.7
1990,NM,11343,15366,17.4,23.6
1990,NM,1734,2443,27.4,38.6
1990,NM,7407,9548,26.7,34.4
1990,NY,36551,55761,19.1,29.2
1990,NY,29268,45549,21.1,32.9
1990,NY,13965,22496,22.8,36.7
1990,NY,11667,15537,27.4,36.4
1990,NY,15309,24922,23.6,38.4
1990,NY,8538,15086,20.8,36.7
